순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
1098,100090,삼강엠앤티,"6,660","-90","-1.3","49,574","331,127,090","112,245,648,660","0.01","16,853,701",,,
1099,039340,한국경제TV,"4,880","235","5.1","311,834","1,501,898,855","112,240,000,000","0.01","23,000,000",,,
1100,004720,우리들제약,"9,930","30","0.3","349,052","3,448,520,510","112,093,057,320","0.01","11,288,324",,,
1101,057540,옴니시스템,"2,755","-30","-1.1","399,341","1,108,202,765","112,070,686,325","0.01","40,679,015",,,
1102,143540,영우디에스피,"9,180","-50","-0.5","289,803","2,630,272,720","111,853,397,880","0.01","12,184,466",,,
1103,009780,엠에스씨,"12,700","50","0.4","3,173","40,624,200","111,760,000,000","0.01","8,800,000",,,
1104,027040,서울전자통신,"1,845","75","4.2","2,144,254","3,920,756,400","111,699,322,110","0.01","60,541,638",,,
1105,066900,디에이피,"4,895","-5","-0.1","38,626","187,319,340","111,334,342,185","0.01","22,744,503",,,
1106,950110,SBI액시즈,"4,505","-15","-0.3","16,758","75,261,700","111,077,712,700","0.01","24,656,540",,,
1107,068330,일신바이오,"2,510","-15","-0.6","352,017","887,355,860","110,982,511,400","0.01","44,216,140",,,
1108,008040,사조동아원,"1,700","15","0.9","495,421","839,511,790","110,806,593,300","0.01","65,180,349",,,
1109,031860,엔에스엔,"5,810","840","16.9","1,902,884","10,687,901,335","110,407,104,640","0.01","19,002,944",,,
1110,065130,탑엔지니어링,"6,910","90","1.3","93,841","646,485,070","110,395,935,870","0.01","15,976,257",,,
1111,001020,페이퍼코리아,"492","6","1.2","1,675,731","825,756,382","110,388,591,552","0.01","224,367,056",,,
1112,012790,신일제약,"13,950","250","1.8","15,592","216,072,500","110,205,000,000","0.01","7,900,000",,,
1113,019660,글로본,"3,935","-15","-0.4","46,684","181,670,500","110,184,119,945","0.01","28,001,047",,,
1114,147760,마이크로프랜드,"10,350","-300","-2.8","447,942","4,572,324,650","110,138,138,100","0.01","10,641,366",,,
1115,033180,필룩스,"4,010","120","3.1","9,401,592","38,814,886,520","110,035,121,800","0.01","27,440,180",,,
1116,149950,아바텍,"7,050","50","0.7","49,772","349,769,530","110,032,875,000","0.01","15,607,500",,,
1117,018470,조일알미늄,"1,580","30","0.0","209,851","331,488,960","109,968,000,000","0.01","69,600,000",,,
1118,155660,DSR,"6,860","-40","-0.6","306,464","2,115,720,910","109,760,000,000","0.01","16,000,000",,,
1119,066910,손오공,"5,010","100","2.0","427,527","2,157,312,100","109,699,766,610","0.01","21,896,161",,,
1120,206400,엔터메이트,"4,025","240","6.3","223,122","865,104,510","109,460,019,900","0.01","27,195,036",,,
1121,069920,아이에스이커머스,"4,290","40","0.9","9,205","38,626,960","109,455,458,970","0.01","25,514,093",,,
1122,041920,메디아나,"12,650","150","1.2","35,326","448,594,400","109,428,774,400","0.01","8,650,496",,,
1123,019550,SBI인베스트먼트,"672","-9","-1.3","1,639,350","1,107,458,912","108,908,738,400","0.01","162,066,575",,,
1124,009155,삼성전기우,"37,450","1,200","3.3","46,742","1,739,543,850","108,866,550,800","0.01","2,906,984",,,
1125,099440,스맥,"4,460","-60","-1.3","290,039","1,297,969,710","108,827,880,200","0.01","24,400,870",,,
1126,005010,휴스틸,"15,650","-50","-0.3","40,968","640,114,900","108,276,356,050","0.01","6,918,617",,,
1127,014990,인디에프,"1,835","5","0.3","539,813","979,979,755","108,142,045,825","0.01","58,932,995",,,
1128,083930,아바코,"6,760","370","5.8","745,432","4,993,194,710","108,136,373,800","0.01","15,996,505",,,
1129,058850,KTcs,"2,525","-10","-0.4","103,503","260,917,475","107,779,625,000","0.01","42,685,000",,,
1130,005980,성지건설,"1,105","-25","-2.2","3,806,989","4,257,434,250","107,717,212,200","0.01","97,481,640",,,
1131,067570,엔브이에이치코리아,"3,730","30","0.8","60,677","224,524,930","107,133,888,060","0.01","28,722,222",,,
1132,039830,오로라,"9,950","70","0.7","51,858","513,395,400","107,090,755,500","0.01","10,762,890",,,
1133,142280,녹십자엠에스,"11,200","100","0.9","10,160","113,254,250","107,072,000,000","0.01","9,560,000",,,
1134,036710,심텍홀딩스,"3,065","70","2.3","130,765","399,325,600","106,955,728,145","0.01","34,895,833",,,
1135,013870,지엠비코리아,"5,590","-50","-0.9","87,215","488,447,280","106,614,045,200","0.01","19,072,280",,,
1136,900180,완리,"1,040","0","0.0","0","0","106,607,811,440","0.01","102,507,511",,,
1137,004080,신흥,"11,100","30","0.0","1,478","16,261,000","106,560,000,000","0.01","9,600,000",,,
1138,079960,동양이엔피,"13,550","-150","-1.1","12,550","169,176,900","106,503,000,000","0.01","7,860,000",,,
1139,208640,썸에이지,"1,400","5","0.4","62,348","87,429,735","106,428,740,600","0.01","76,020,529",,,
1140,006980,우성사료,"3,430","30","0.0","448,483","1,535,138,485","105,987,000,000","0.01","30,900,000",,,
1141,101000,디엠씨,"3,235","235","7.8","2,423,852","7,682,672,900","105,951,406,590","0.01","32,751,594",,,
1142,040300,YTN,"2,520","35","1.4","25,716","64,312,615","105,840,000,000","0.01","42,000,000",,,
1143,059090,미코,"3,430","40","1.2","625,294","2,147,473,215","105,826,318,220","0.01","30,853,154",,,
1144,012320,경동인베스트,"55,300","1,400","2.6","130,525","7,318,092,800","105,735,369,600","0.01","1,912,032",,,
1145,040160,누리텔레콤,"8,770","150","1.7","119,527","1,045,866,730","105,727,041,950","0.01","12,055,535",,,
1146,147830,제룡산업,"10,550","100","1.0","420,331","4,397,406,400","105,500,000,000","0.01","10,000,000",,,
1147,001570,금양,"2,470","35","1.4","87,586","215,371,805","105,493,974,170","0.01","42,710,111",,,
1148,122350,삼기오토모티브,"3,420","60","1.8","154,146","522,479,515","105,429,215,520","0.01","30,827,256",,,
1149,092460,한라IMS,"9,900","-250","-2.5","253,996","2,629,339,830","105,405,161,400","0.01","10,646,986",,,
1150,087600,픽셀플러스,"12,900","-50","-0.4","14,043","181,428,900","105,348,598,200","0.01","8,166,558",,,
1151,013310,아진산업,"8,010","-200","-2.4","184,036","1,488,372,620","105,190,764,300","0.01","13,132,430",,,
1152,053620,태양,"12,200","100","0.8","19,605","239,494,750","104,920,000,000","0.01","8,600,000",,,
1153,047820,초록뱀,"1,845","15","0.8","763,793","1,412,728,200","104,481,920,115","0.01","56,629,767",,,
1154,014160,대영포장,"980","3","0.3","434,121","424,842,016","104,453,200,040","0.01","106,584,898",,,
1155,005860,한일사료,"2,650","75","2.9","2,219,972","5,795,037,755","104,419,765,250","0.01","39,403,685",,,
1156,061250,화일약품,"7,240","130","1.8","101,757","736,209,670","104,335,335,920","0.01","14,410,958",,,
1157,042510,라온시큐어,"3,270","50","1.6","549,156","1,792,882,215","104,017,431,240","0.01","31,809,612",,,
1158,027740,마니커,"890","-24","-2.6","1,540,919","1,383,908,077","103,885,674,530","0.01","116,725,477",,,
1159,161570,미동앤씨네마,"7,490","-10","-0.1","94,611","705,616,660","103,300,477,140","0.01","13,791,786",,,
1160,045970,코아시아홀딩스,"6,090","90","1.5","11,219","67,136,010","103,261,175,220","0.01","16,955,858",,,
1161,080520,오디텍,"8,770","-120","-1.4","56,711","498,183,460","103,017,760,930","0.01","11,746,609",,,
1162,068290,삼성출판사,"10,300","-250","-2.4","58,285","605,987,550","103,000,000,000","0.01","10,000,000",,,
1163,000500,가온전선,"24,700","100","0.4","4,626","114,682,500","102,760,570,900","0.01","4,160,347",,,
1164,078070,유비쿼스홀딩스,"6,380","80","1.3","68,632","437,701,170","102,565,167,100","0.01","16,076,045",,,
1165,012800,대창,"1,125","5","0.4","257,860","290,341,810","102,533,061,375","0.01","91,140,499",,,
1166,130580,나이스디앤비,"6,640","30","0.0","50,912","337,380,730","102,256,000,000","0.01","15,400,000",,,
1167,091970,나노캠텍,"5,110","70","1.4","50,420","256,020,630","102,191,062,610","0.01","19,998,251",,,
1168,033100,제룡전기,"6,350","310","5.1","3,966,530","24,480,201,800","101,996,297,150","0.01","16,062,409",,,
1169,187220,디티앤씨,"10,350","-250","-2.4","58,616","611,368,300","101,989,458,900","0.01","9,854,054",,,
1170,206650,유바이오로직스,"4,170","-60","-1.4","78,363","327,908,535","101,954,356,620","0.01","24,449,486",,,
1171,217600,켐온,"1,640","-5","-0.3","112,941","186,129,445","101,933,419,360","0.01","62,154,524",,,
1172,016600,큐캐피탈,"1,080","5","0.5","1,834,937","2,013,584,015","101,839,737,240","0.01","94,296,053",,,
1173,131390,피앤이솔루션,"7,130","340","5.0","390,230","2,751,238,360","101,816,400,000","0.01","14,280,000",,,
1174,056090,유앤아이,"13,250","350","2.7","14,293","188,626,600","101,795,006,500","0.01","7,682,642",,,
1175,004450,삼화왕관,"47,250","600","1.3","718","33,494,250","101,794,407,750","0.01","2,154,379",,,
1176,241690,유니테크노,"8,530","30","0.0","42,870","364,009,760","101,741,745,600","0.01","11,927,520",,,
1177,008250,이건산업,"10,850","50","0.5","54,369","593,259,900","101,702,746,250","0.01","9,373,525",,,
1178,011560,세보엠이씨,"9,650","320","3.4","134,318","1,280,999,320","101,614,500,000","0.01","10,530,000",,,
1179,123330,제닉,"14,650","150","1.0","74,419","1,087,270,000","101,524,500,000","0.01","6,930,000",,,
1180,120030,조선선재,"80,500","-900","-1.1","2,668","214,422,200","101,240,905,500","0.01","1,257,651",,,
1181,081000,일진다이아,"8,970","-10","-0.1","34,985","313,378,250","101,163,435,750","0.01","11,277,975",,,
1182,079970,투비소프트,"7,170","260","3.8","214,123","1,539,936,430","100,899,638,580","0.01","14,072,474",,,
1183,038870,에코바이오,"9,400","-140","-1.5","68,287","644,657,850","100,739,245,400","0.01","10,716,941",,,
1184,002230,피에스텍,"5,370","120","2.3","151,806","812,573,840","100,721,771,340","0.01","18,756,382",,,
1185,095910,에스에너지,"8,650","-130","-1.5","371,394","3,212,864,700","100,618,521,350","0.01","11,632,199",,,
1186,079650,서산,"5,020","10","0.2","3,133,005","15,859,761,985","100,400,000,000","0.01","20,000,000",,,
1187,006660,삼성공조,"12,350","-350","-2.8","12,617","157,424,800","100,359,977,900","0.01","8,126,314",,,
1188,101390,아이엠,"4,440","-60","-1.3","510,510","2,282,770,270","100,219,719,960","0.01","22,572,009",,,
1189,214270,퓨쳐스트림네트웍스,"2,090","-35","-1.6","165,949","348,616,670","100,209,123,410","0.01","47,946,949",,,
1190,160980,싸이맥스,"18,450","350","1.9","34,668","634,115,150","100,199,422,350","0.01","5,430,863",,,
1191,030790,동양네트웍스,"1,900","155","8.9","6,685,925","11,823,016,700","100,195,257,400","0.01","52,734,346",,,
1192,900130,웨이포트,"1,790","10","0.6","93,671","164,788,895","100,025,200,000","0.01","55,880,000",,,
1193,038680,에스넷,"6,220","50","0.8","139,446","868,128,710","99,987,837,300","0.01","16,075,215",,,
1194,019685,대교우B,"5,140","30","0.6","10,803","55,461,670","99,854,728,600","0.01","19,426,990",,,
1195,060310,3S,"2,375","-115","-4.6","545,072","1,286,339,195","99,688,577,750","0.01","41,974,138",,,
1196,064090,한양하이타오,"2,985","5","0.2","607,967","1,797,388,070","99,457,838,865","0.01","33,319,209",,,
1197,043100,솔고바이오,"829","30","0.0","1,011,062","839,797,837","99,252,675,765","0.01","119,725,785",,,
1198,049470,SGA,"1,160","30","0.0","702,857","819,592,155","99,230,666,480","0.01","85,543,678",,,
1199,001750,한양증권,"7,760","130","1.7","62,621","485,272,290","98,773,423,840","0.01","12,728,534",,,
1200,189980,흥국에프엔비,"13,450","350","2.7","109,664","1,474,761,100","98,740,363,950","0.01","7,341,291",,,
1201,005305,롯데칠성우,"821,000","19,000","2.4","190","154,537,000","98,520,000,000","0.01","120,000",,,
1202,189300,인텔리안테크,"13,650","50","0.4","23,050","311,625,000","98,518,015,050","0.01","7,217,437",,,
1203,036010,아비코전자,"7,400","10","0.1","68,369","500,428,570","98,367,711,600","0.01","13,292,934",,,
1204,105840,우진,"5,660","80","1.4","66,992","374,288,060","98,257,600,000","0.01","17,360,000",,,
1205,123700,SJM,"6,290","120","1.9","80,685","503,822,390","98,154,808,420","0.01","15,604,898",,,
1206,006340,대원전선,"1,440","15","1.0","7,060,105","10,342,183,860","98,074,326,240","0.01","68,107,171",,,
1207,900050,중국원양자원,"1,000","0","0.0","0","0","97,859,369,000","0.01","97,859,369",,,
1208,007590,동방아그로,"7,180","90","1.3","11,378","81,325,340","97,774,202,860","0.01","13,617,577",,,
1209,185490,아이진,"9,740","260","2.7","23,620","228,798,780","97,760,380,000","0.01","10,037,000",,,
1210,053590,한국테크놀로지,"2,445","100","4.3","186,040","459,268,765","97,456,431,045","0.01","39,859,481",,,
1211,084670,동양고속,"35,400","30","0.0","2,935","103,801,400","97,436,765,400","0.01","2,752,451",,,
1212,043200,파루,"3,525","30","0.9","280,216","981,331,415","97,421,373,225","0.01","27,637,269",,,
1213,000300,대유플러스,"1,105","-15","-1.3","925,536","1,037,970,175","97,373,181,230","0.01","88,120,526",,,
1214,017550,수산중공업,"1,800","30","0.0","149,608","269,977,295","97,173,293,400","0.01","53,985,163",,,
1215,035290,에이원앤,"4,850","205","4.4","239,025","1,154,255,765","97,167,907,000","0.01","20,034,620",,,
1216,023600,삼보판지,"6,940","30","0.4","20,426","141,091,100","97,160,000,000","0.01","14,000,000",,,
1217,042110,에스씨디,"2,010","-5","-0.2","98,249","197,095,065","97,142,423,640","0.01","48,329,564",,,
1218,009070,KCTC,"3,235","-5","-0.2","10,681","34,302,525","97,050,000,000","0.01","30,000,000",,,
1219,108860,셀바스AI,"4,400","-5","-0.1","234,033","1,038,258,760","97,046,158,000","0.01","22,055,945",,,
1220,024890,대원화성,"2,350","30","1.3","75,437","177,248,565","96,935,507,200","0.01","41,249,152",,,
1221,052770,와이디온라인,"4,305","30","0.0","116,347","493,693,675","96,885,424,125","0.01","22,505,325",,,
1222,032850,비트컴퓨터,"5,820","30","0.0","281,515","1,648,821,940","96,747,565,260","0.01","16,623,293",,,
1223,069410,엔텔스,"14,000","300","2.2","5,492","76,371,150","96,589,178,000","0.01","6,899,227",,,
1224,023430,아이이,"332","0","0.0","0","0","96,516,930,804","0.01","290,713,647",,,
1225,001070,대한방직,"90,900","-1,600","-1.7","3,994","366,758,300","96,354,000,000","0.01","1,060,000",,,
1226,037350,성도이엔지,"6,220","-20","-0.3","59,976","375,510,460","96,223,400,000","0.01","15,470,000",,,
1227,014440,영보화학,"4,810","60","1.3","38,887","186,677,630","96,200,000,000","0.01","20,000,000",,,
1228,027830,대성창투,"2,400","-45","-1.8","579,187","1,396,504,220","96,000,000,000","0.01","40,000,000",,,
1229,056080,유진로봇,"4,110","-65","-1.6","138,697","572,083,260","95,902,723,560","0.01","23,333,996",,,
1230,030960,양지사,"6,000","30","0.5","16,383","97,772,440","95,880,000,000","0.01","15,980,000",,,
1231,159580,제로투세븐,"7,770","-160","-2.0","195,310","1,587,208,510","95,493,300,000","0.01","12,290,000",,,
1232,005190,동성화학,"18,000","150","0.8","9,499","169,525,100","95,489,694,000","0.01","5,304,983",,,
1233,048770,TPC,"7,400","30","0.4","35,166","260,199,380","95,460,000,000","0.01","12,900,000",,,
1234,129260,인터지스,"3,205","-10","-0.3","33,761","108,405,810","95,341,936,170","0.01","29,747,874",,,
1235,144620,코오롱머티리얼,"2,115","-20","-0.9","248,900","526,702,600","95,175,000,000","0.01","45,000,000",,,
1236,246690,티에스인베스트먼트,"4,230","25","0.6","363,261","1,540,314,630","94,840,846,920","0.01","22,421,004",,,
1237,137400,피엔티,"12,450","500","4.2","346,626","4,253,571,850","94,620,000,000","0.01","7,600,000",,,
1238,021080,에이티넘인베스트,"1,970","-5","-0.2","433,522","853,164,215","94,560,000,000","0.01","48,000,000",,,
1239,159910,스킨앤스킨,"1,225","60","5.2","3,129,290","3,656,772,080","94,452,126,825","0.01","77,103,777",,,
1240,000590,CS홀딩스,"81,600","-500","-0.6","729","59,212,200","94,205,731,200","0.01","1,154,482",,,
1241,069730,DSR제강,"6,540","-40","-0.6","296,181","1,951,848,710","94,176,000,000","0.01","14,400,000",,,
1242,003610,방림,"22,250","200","0.9","14,085","310,407,550","94,148,850,250","0.01","4,231,409",,,
1243,048910,대원미디어,"7,480","-50","-0.7","218,260","1,615,895,560","94,090,516,080","0.01","12,578,946",,,
1244,092220,KEC,"1,055","-5","-0.5","649,673","690,620,780","94,057,223,130","0.01","89,153,766",,,
1245,149980,하이로닉,"6,670","70","1.1","43,712","289,376,190","94,011,949,150","0.01","14,094,745",,,
1246,073070,넥센테크,"6,470","570","9.7","1,029,662","6,653,466,070","93,815,000,000","0.01","14,500,000",,,
1247,058630,엠게임,"4,905","-60","-1.2","128,962","636,463,885","93,723,513,750","0.01","19,107,750",,,
1248,032790,엠젠플러스,"7,200","0","0.0","0","0","93,601,670,400","0.01","13,000,232",,,
1249,215200,메가스터디교육,"40,250","250","0.6","1,995","79,947,400","93,556,134,000","0.01","2,324,376",,,
1250,023450,동남합성,"61,800","1,500","2.5","7,427","462,329,600","93,322,573,200","0.01","1,510,074",,,
1251,142760,바이오리더스,"5,880","20","0.3","35,626","208,263,260","93,202,762,800","0.01","15,850,810",,,
1252,052290,트레이스,"2,015","-105","-5.0","991,775","2,014,543,190","92,911,184,535","0.01","46,109,769",,,
1253,106240,파인테크닉스,"2,770","30","0.0","103,412","286,528,930","92,753,724,230","0.01","33,485,099",,,
1254,106190,하이텍팜,"13,050","30","0.0","10,641","138,361,850","92,508,605,100","0.01","7,088,782",,,
1255,143160,아이디스,"8,630","60","0.7","9,807","84,601,020","92,482,445,700","0.01","10,716,390",,,
1256,134780,화진,"7,500","100","1.4","104,217","776,590,150","92,475,000,000","0.01","12,330,000",,,
1257,043090,팜스웰바이오,"3,745","25","0.7","279,497","1,047,613,450","92,357,868,015","0.01","24,661,647",,,
1258,229500,노브메타파마,"11,800","-100","-0.8","301","3,451,800","91,756,800,000","0.01","7,776,000",,,
1259,035480,마제스타,"2,020","40","2.0","1,497,335","3,012,781,710","91,736,538,560","0.01","45,414,128",,,
1260,900070,글로벌에스엠,"1,700","-5","-0.3","91,823","156,024,280","91,364,745,600","0.01","53,743,968",,,
1261,024800,유성티엔에스,"4,020","-80","-2.0","166,083","671,289,260","91,347,404,700","0.01","22,723,235",,,
1262,030350,드래곤플라이,"6,150","90","1.5","20,944","128,268,710","91,309,535,850","0.01","14,847,079",,,
1263,080220,제주반도체,"3,640","35","1.0","129,161","468,427,575","91,255,338,720","0.01","25,070,148",,,
1264,064480,브리지텍,"7,620","10","0.1","133,653","1,022,778,690","91,078,050,000","0.01","11,952,500",,,
1265,037070,파세코,"6,480","-20","-0.3","53,986","348,575,130","90,720,000,000","0.01","14,000,000",,,
1266,002210,동성제약,"4,045","5","0.1","86,948","349,173,615","90,627,238,020","0.01","22,404,756",,,
1267,053700,삼보모터스,"6,360","10","0.2","62,734","400,830,210","90,625,770,600","0.01","14,249,335",,,
1268,011785,금호석유우,"29,950","1,450","5.1","50,012","1,474,210,700","90,553,405,700","0.01","3,023,486",,,
1269,036670,KCI,"8,030","-10","-0.1","11,579","92,864,100","90,498,100,000","0.01","11,270,000",,,
1270,054040,한국컴퓨터,"5,630","90","1.6","128,695","722,086,100","90,481,362,700","0.01","16,071,290",,,
1271,023900,풍국주정,"7,180","20","0.3","27,192","194,114,420","90,468,000,000","0.01","12,600,000",,,
1272,004100,태양금속,"2,465","35","1.4","1,583,899","3,885,538,970","90,465,500,000","0.01","36,700,000",,,
1273,004770,써니전자,"3,015","30","0.0","666,496","2,028,064,885","90,379,087,200","0.01","29,976,480",,,
1274,008870,금비,"90,100","-500","-0.6","3,305","299,965,100","90,100,000,000","0.01","1,000,000",,,
1275,03473K,SK우,"159,000","1,500","1.0","2,494","394,857,500","90,015,465,000","0.01","566,135",,,
1276,204840,지엘팜텍,"2,930","-50","-1.7","594,452","1,756,096,405","90,005,829,090","0.01","30,718,713",,,
1277,180400,엠지메드,"37,700","2,650","7.6","391,435","15,279,487,300","89,724,077,300","0.01","2,379,949",,,
1278,052220,iMBC,"3,900","30","0.0","17,088","66,642,295","89,700,000,000","0.01","23,000,000",,,
1279,005620,대성합동지주,"49,850","30","0.0","925","45,867,900","89,683,988,450","0.01","1,799,077",,,
1280,065450,빅텍,"3,650","70","2.0","718,122","2,589,369,810","89,425,000,000","0.01","24,500,000",,,
1281,036690,코맥스,"6,380","210","3.4","363,218","2,307,153,350","89,346,055,920","0.01","14,004,084",,,
1282,127710,아시아경제,"3,530","50","1.4","190,979","670,986,745","89,111,425,900","0.01","25,244,030",,,
1283,033830,티비씨,"891","-3","-0.3","20,765","18,509,023","89,100,000,000","0.01","100,000,000",,,
1284,059210,메타바이오메드,"4,070","-10","-0.2","232,050","954,168,855","89,028,901,610","0.01","21,874,423",,,
1285,079660,사조해표,"12,400","-50","-0.4","25,354","314,824,300","88,784,000,000","0.01","7,160,000",,,
1286,039290,인포뱅크,"10,200","-50","-0.5","40,161","410,613,650","88,678,575,600","0.01","8,693,978",,,
1287,049430,코메론,"9,800","320","3.4","19,394","186,946,760","88,670,400,000","0.01","9,048,000",,,
1288,024120,KB오토시스,"7,700","150","2.0","13,374","103,008,390","88,550,000,000","0.01","11,500,000",,,
1289,023800,인지컨트롤스,"5,840","-30","-0.5","158,593","920,808,960","88,535,147,520","0.01","15,160,128",,,
1290,006570,대림통상,"5,810","-30","-0.5","3,739","21,869,070","88,457,250,000","0.01","15,225,000",,,
1291,133750,메가엠디,"3,950","90","2.3","8,183,813","34,630,972,100","88,355,942,350","0.01","22,368,593",,,
1292,123840,한일진공,"2,625","-15","-0.6","196,155","518,148,735","88,299,295,875","0.01","33,637,827",,,
1293,099660,한솔신텍,"1,375","-25","-1.8","408,773","562,989,715","87,982,952,750","0.01","63,987,602",,,
1294,033130,디지틀조선,"2,370","15","0.6","230,026","543,092,915","87,963,182,790","0.01","37,115,267",,,
1295,043710,서울리거,"4,160","135","3.4","68,793","279,565,790","87,839,681,280","0.01","21,115,308",,,
1296,006805,미래에셋대우우,"6,240","60","1.0","22,948","143,018,760","87,832,680,000","0.01","14,075,750",,,
1297,900090,차이나하오란,"1,625","45","2.8","184,598","298,622,155","87,750,000,000","0.01","54,000,000",,,
1298,093240,형지엘리트,"4,910","85","1.8","1,301,897","6,600,289,915","87,550,887,580","0.01","17,831,138",,,
1299,137950,제이씨케미칼,"4,525","55","1.2","38,911","175,001,465","87,527,075,000","0.01","19,343,000",,,
1300,038460,바이오스마트,"5,020","-50","-1.0","142,402","718,049,360","87,503,454,340","0.01","17,430,967",,,
1301,095190,이엠코리아,"4,080","75","1.9","95,073","385,442,125","87,368,903,760","0.01","21,413,947",,,
1302,017510,세명전기,"5,730","70","1.2","532,464","3,037,761,100","87,359,580,000","0.01","15,246,000",,,
1303,024910,경창산업,"4,955","80","1.6","65,650","323,528,495","87,009,800,000","0.00","17,560,000",,,
1304,065570,삼영이엔씨,"9,870","210","2.2","53,932","524,605,040","86,856,000,000","0.00","8,800,000",,,
1305,083420,KPX그린케미칼,"4,340","-115","-2.6","26,147","113,979,555","86,800,000,000","0.00","20,000,000",,,
1306,065950,웰크론,"3,400","35","1.0","202,587","685,876,190","86,667,689,800","0.00","25,490,497",,,
1307,115310,인포바인,"27,800","30","0.0","1,903","52,756,600","86,560,081,600","0.00","3,113,672",,,
1308,079940,가비아,"6,380","130","2.1","169,785","1,080,159,130","86,357,663,920","0.00","13,535,684",,,
1309,083640,인콘,"13,500","300","2.3","141,674","1,902,026,350","86,330,650,500","0.00","6,394,863",,,
1310,138070,신진에스엠,"9,600","150","1.6","35,984","338,592,900","86,132,956,800","0.00","8,972,183",,,
1311,083500,에프엔에스테크,"13,000","-100","-0.8","82,098","1,068,234,750","86,131,305,000","0.00","6,625,485",,,
1312,215480,토박스코리아,"4,745","-155","-3.2","10,719","51,465,125","86,009,037,270","0.00","18,126,246",,,
1313,039230,폭스브레인,"2,325","5","0.2","503,481","1,160,439,585","85,836,337,875","0.00","36,918,855",,,
1314,014130,한익스프레스,"71,400","800","1.1","3,336","236,628,400","85,680,000,000","0.00","1,200,000",,,
1315,005070,코스모신소재,"5,680","110","2.0","28,922","162,772,430","85,642,858,240","0.00","15,077,968",,,
1316,086040,바이오톡스텍,"5,900","-40","-0.7","26,003","152,854,370","85,586,125,700","0.00","14,506,123",,,
1317,092870,엑시콘,"9,630","-360","-3.6","56,262","550,899,250","85,548,105,000","0.00","8,883,500",,,
1318,142210,유니트론텍,"8,600","30","0.0","52,833","454,062,290","85,414,770,000","0.00","9,931,950",,,
1319,011420,갤럭시아에스엠,"3,100","30","0.0","87,526","269,616,670","85,403,896,400","0.00","27,549,644",,,
1320,091590,남화토건,"7,270","-310","-4.1","1,336,689","9,978,175,270","85,349,800,000","0.00","11,740,000",,,
1321,018680,서울제약,"11,500","30","0.0","31,179","357,579,050","85,344,467,000","0.00","7,421,258",,,
1322,068930,디지털대성,"3,830","-30","-0.8","387,113","1,522,130,885","85,168,564,090","0.00","22,237,223",,,
1323,025550,한국선재,"3,460","-5","-0.1","250,402","859,039,380","84,846,998,840","0.00","24,522,254",,,
1324,208710,바이오로그디바이스,"3,085","-10","-0.3","1,309,396","4,117,277,280","84,536,749,520","0.00","27,402,512",,,
1325,012860,서연전자,"3,130","5","0.2","182,952","568,274,910","84,510,000,000","0.00","27,000,000",,,
1326,119650,KC코트렐,"6,500","-180","-2.7","195,400","1,280,278,420","84,500,000,000","0.00","13,000,000",,,
1327,031510,오스템,"3,240","-40","-1.2","112,423","364,542,015","84,240,000,000","0.00","26,000,000",,,
1328,016670,포비스티앤씨,"2,100","20","1.0","321,926","680,093,505","84,163,921,800","0.00","40,078,058",,,
1329,120115,코오롱인더우,"30,350","700","2.4","30,783","922,734,950","84,004,551,000","0.00","2,767,860",,,
1330,003547,대신증권2우B,"8,390","70","0.8","37,361","312,805,730","83,900,000,000","0.00","10,000,000",,,
1331,051780,큐로홀딩스,"1,390","10","0.7","2,249,806","3,171,821,800","83,668,578,580","0.00","60,193,222",,,
1332,050120,라이브플렉스,"1,005","5","0.5","494,885","497,119,938","83,659,269,270","0.00","83,243,054",,,
1333,222080,씨아이에스,"1,670","-25","-1.5","491,950","819,693,135","83,529,764,410","0.00","50,017,823",,,
1334,073110,엘엠에스,"9,360","120","1.3","88,289","816,853,910","83,264,266,800","0.00","8,895,755",,,
1335,094840,슈프리마에이치큐,"7,950","50","0.6","31,946","252,149,820","83,251,128,000","0.00","10,471,840",,,
1336,027580,상보,"3,065","30","0.0","104,001","318,436,495","83,207,354,155","0.00","27,147,587",,,
1337,047560,이스트소프트,"8,400","80","1.0","38,393","319,678,460","83,154,960,000","0.00","9,899,400",,,
1338,006125,SK케미칼우,"29,500","450","1.6","12,231","359,742,100","83,105,187,500","0.00","2,817,125",,,
1339,085810,알티캐스트,"3,915","30","0.8","93,224","365,490,135","83,088,671,400","0.00","21,223,160",,,
1340,076610,해성옵틱스,"4,975","15","0.3","42,656","212,255,235","82,958,125,000","0.00","16,675,000",,,
1341,064550,바이오니아,"5,140","-20","-0.4","23,000","118,266,900","82,880,279,520","0.00","16,124,568",,,
1342,138080,오이솔루션,"15,950","-50","-0.3","39,341","630,441,600","82,614,779,500","0.00","5,179,610",,,
1343,001260,남광토건,"8,430","-10","-0.1","28,265","239,363,720","82,584,115,650","0.00","9,796,455",,,
1344,036810,에프에스티,"5,030","-60","-1.2","681,606","3,497,287,085","82,449,803,330","0.00","16,391,611",,,
1345,006140,피제이전자,"8,230","30","0.0","10,262","84,380,310","82,300,000,000","0.00","10,000,000",,,
1346,090730,SIMPAC Metal,"6,320","-10","-0.2","19,448","122,992,790","82,160,000,000","0.00","13,000,000",,,
